mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
0,-172.2090454193994,1.0911765313285245e-24,-44.464184331707365
4,-98.26664934990336,2.793884215867302e-21,-25.37233976131864
6,-281.3844943032476,1.1306219785303098e-27,-72.65316402116491
8,-157.33234725955592,3.86331220573495e-24,-40.62303738373215
10,-7.471671573181653,3.0054567939348827e-06,-1.9291773047509275
12,-229.06651263860635,2.012800838348511e-26,-59.14471924154221
