mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,-19.803779240605248,1.2290612301453468e-11,-5.1133138127221525
4,-18.263125216081697,3.670880607213792e-11,-4.715518654105676
6,-18.276072247494696,3.6360022668641784e-11,-4.718861563242034
8,-16.235854405773093,1.7777078996158418e-10,-4.1920795816671665
10,-21.791215230653705,3.3516815799049086e-12,-5.626467578796214
12,-15.409277078336586,3.5625813891528115e-10,-3.9786582334328853
