mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0,-12.10740754050339,8.341701433256926e-09,-3.126119184674382
4,-12.403133467321965,6.1132136198687014e-09,-3.202475290648388
6,-10.520276354664674,4.9662271259258146e-08,-2.71632367460773
8,-10.606274278634164,4.48440226345452e-08,-2.738528243097213
10,-6.7407061629698095,9.460297613977365e-06,-1.7404428473906512
12,-9.316542494334918,2.228673276242449e-07,-2.405520928319523
