mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0,-11.654098647045412,1.3602503409252023e-08,-3.009075331671018
4,-13.771669298058136,1.567405373982684e-09,-3.555829722723676
6,-10.72662036997693,3.891855233712316e-08,-2.7696014702673257
8,-10.853694321469835,3.355545359382187e-08,-2.8024118234585784
10,0.7757428015111301,0.45080713113181425,0.20029593007952617
12,-9.987033983524181,9.492709559794409e-08,-2.5786410864131115
