mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0,-24.258106601110246,7.744788349962337e-13,-6.263416191774946
4,-12.835938131783147,3.922271680066078e-09,-3.314224974489658
6,-20.354413614041636,8.47374238251169e-12,-5.255486996600052
8,-27.900173376312537,1.134280770060456e-13,-7.203793789517201
10,-20.50185472617766,7.682935980954248e-12,-5.293556128056659
12,-17.34232192843957,7.359163233253427e-11,-4.477768267560943
