alpha,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
0,0.13633723667604974,0.08735688244735329,1.0377175530318885,142.0766866765743,1.445896863937378,0.12132053881805124,0.0716292612017588,1.0286735379580647,139.14613355138295,1.3782514929771423,0.15475968557563213,0.09655716272975352,1.0454192399073121,167.26706878522054,1.531588852405548,20.260108204921377,17.858283565176063
2,0.11751018389013052,0.06984766388540045,1.0985312970739516,88.1095229292377,1.5266213417053223,0.07086451140049878,0.040297381726655895,1.0528535500360252,70.29156198762927,1.2089200615882874,0.1865801358446838,0.13526793671857576,1.1061607510773115,103.837840614226,1.7055984139442444,29.94139270713811,16.309477196478024
4,0.0867137333691536,0.054002931213030216,1.0770356135137904,61.58836764638659,1.5024715662002563,0.062466997178913734,0.03266731705487025,1.0561167823907534,41.3147220965368,1.4324438571929932,0.1655524191404821,0.12220017742307597,1.1217310380505672,72.14909519386374,1.5469977259635925,63.63649397840067,73.26175743822822
6,0.0845071288957856,0.05707564898826703,1.0940414000100112,47.85503158763684,1.6088334321975708,0.06230103830299502,0.03224540073253465,1.0756616219973654,35.60709754919183,1.5212681889533997,0.19817723445508068,0.15125157974869602,1.1072931999928555,58.31818437223507,1.6443877816200256,18.66889768834573,16.746521103217265
8,0.0816081629975864,0.05602253226374833,1.087242650231973,45.24046708371932,1.4752696752548218,0.052762207355314616,0.026644021077676522,1.0714989863555386,44.924241796417945,1.4393138885498047,0.1615103205796689,0.12172069656426897,1.1245675136046032,50.9420207532537,1.5104874968528748,20.46838726297762,13.694504530707743
10,0.059625598267283426,0.02851808991459675,1.0924687688616233,41.68289865772976,1.4969384670257568,0.05251308294210934,0.022649699541731544,1.075508538710167,39.72569960350711,1.0746445655822754,0.152178214744848,0.11372294874592026,1.1323508396224529,53.43930762179598,1.6637855768203735,147.34970500745965,55.15687668137586
80,0.07049416218363685,0.03241672898457543,1.10485387274292,36.79338317639444,1.9371908903121948,0.051764256283924115,0.01960466654109583,1.084984374057476,21.72153417429703,1.8719309568405151,0.16968581681388767,0.1241587439955423,1.1569523695918724,38.88283808839136,2.12672883272171,24.943511600291743,21.304023443372657
100,0.08227651525787896,0.05424385431768651,1.102750601462248,40.64332909517944,1.6304587125778198,0.04998879165821188,0.01969094179805484,1.0865158041753247,22.436198736130635,1.6254939436912537,0.18369869318555626,0.1366794437228137,1.1557699675463728,43.15625670090993,1.760724127292633,15.983852155163499,12.171490387695252
