mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",DEMetro,0.6543633441056755,1.0056443027830302,941.0601374013617,"[675486, 315776, 483526, 108074]",8
"(0, 10)",DEMetro,1.707922366659569,1.0013026871217312,2614.0358942937246,"[675486, 315776, 483526, 108074]",10
"(0, 15)",DEMetro,2.4863852154024384,1.002429705370929,2122.535472966243,"[675486, 315776, 483526, 108074]",15
"(0, 20)",DEMetro,3.3216426940446633,1.0011937064797922,2504.908218334093,"[675486, 315776, 483526, 108074]",20
