mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,0.4047142867731127,0.6918033384129509,0.10449677950963188
8,-1.0514141655837024,0.3108789948417574,-0.2714739702181498
10,-0.3994371925183204,0.695598136680071,-0.10313423963195337
12,-0.08452108377981565,0.9338388933307269,-0.02182324999217519
15,0.290160983610931,0.7759465390855099,0.0749192438162866
18,0.6107947796900186,0.551123622073874,0.1577065339793247
