nu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
1,DEMetro,18.04976922082103,6.176886988878369,11.872882231942661,1.1808205874632938,1.0784998212834924,60.87552820888846,5.307660818099976
2,DEMetro,0.3149563227201305,0.1999672295255523,0.11498909319457823,1.9564248728378861,1.0466263306066812,122.66711149764323,6.108021259307861
5,DEMetro,0.5473999377155496,0.11703511987915804,0.4303648178363916,7.41110895638007,1.0308125182651944,167.397328358365,5.670467376708984
10,DEMetro,0.7693284904358729,0.11050500288427387,0.658823487551599,11.163411223297162,1.0278763691981474,167.07643481252117,5.814701795578003
