correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,3.882518979652091,0.0016578408014777373,1.0024620899684507
0.3,4.0413054250593605,0.001213734442262591,1.043460573879506
0.5,5.0264613269960945,0.0001852089219179273,1.2978267339874339
0.9,5.093647439712328,0.00016359742116045913,1.3151741136971928
0.99,4.008089441512505,0.0012953405123346956,1.0348842438058479
