dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-4.3681027706435485,0.0006431398123820081,-1.1278392856816626
5,-2.2351847502393722,0.04221592178644616,-0.5771222208915915
10,-13.435059951146677,2.1662612257848016e-09,-3.468917563072621
15,-16.214677474094344,1.8089238039466497e-10,-4.186611721419463
30,-40.13768794801514,7.406784500290012e-16,-10.363506465195519
