dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-2.1809323389303086,0.04673939271223174,-0.5631143085254849
5,-3.351865496784322,0.00474631612146254,-0.8654479498515286
10,-5.088479611614372,0.00016516280193700254,-1.3138397862198965
15,-12.150948744459065,7.965397331324607e-09,-3.137361475193992
30,-16.796264901461697,1.1297563724946184e-10,-4.33677694945662
