a,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,0.06291641460915125,1.0013975455066637,12593.309513736425,12.294260025024414
2,HMC,0.13292616866149248,1.002185026748578,7730.921400301824,12.900932788848877
3,HMC,0.08580111357294584,1.002124893381925,7561.180623605499,13.245953798294067
5,HMC,0.15679815652785525,1.0040024164551289,4698.4555069861,13.914750099182129
