a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.13044705760569344,1.0063074033959045,3046.884275168845,5.915192127227783
2,Metro,0.12852974620251387,1.0042834372832785,4068.3417781569,6.0488669872283936
3,Metro,0.15038271942920844,1.0047264041258739,3567.0505212774146,6.075957298278809
5,Metro,0.2509833702723274,1.0064736595203498,3076.298258299081,6.074376821517944
