mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,1.2651132044358555,0.226483235663258,0.32665082478981117
8,0.24274495148550806,0.8117232667177309,0.06267647696528666
10,0.10466128436098976,0.9181292495751368,0.02702342742151947
12,-2.906293175186498,0.01149815290085714,-0.7504016711129055
15,1.0742055129572203,0.3008968038326213,0.277358670805834
18,-0.2656052290424241,0.7944144537734366,-0.06857897524979434
