dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
15,-1.7829548807431448,0.1491697636737267,-0.7973616628313405
18,-3.7381965548548344,0.0201526399766111,-1.671772321982186
30,-18.093800834635804,5.485796644747218e-05,-8.091793727517617
