mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
"(10.0, 0.0)",0.14292035081818213,0.022370407477502543,1.0008797695827303,3380.4058707298263,11.058536767959595,0.1419691954873675,0.021912471641977155,1.0004414336399496,3238.058742522729,10.622934222221375,0.16609547759328053,0.023582977751337976,1.0020207433800268,3390.486769638009,12.047413229942322,-0.07599215339328515,-0.1830591966488112
