mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(0, 10)",HMC,0.03207175973445911,1.733110272495071,6.084985958913349,"[65013, 239846, 34701, 148997]"
"(0, 15)",HMC,7.554501033725264,1.0000746795825781,9409.442583547716,"[65013, 239846, 34701, 148997]"
"(0, 20)",HMC,9.994658662388979,1.0003719657067962,8741.067462125595,"[65013, 239846, 34701, 148997]"
"(0, 8)",HMC,1.82844140111071,1.475218388079516,7.49542586947068,"[65013, 239846, 34701, 148997]"
