correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,11.393960886088026,3.156842624371696e-12,2.0802431322139876
0.3,12.964494172297549,1.3542197497861707e-13,2.366981968270545
0.5,7.699119793673066,1.7253660717074427e-08,1.4056605279764196
0.9,7.715129186541065,1.6558945018461214e-08,1.408583429845008
0.95,10.200988227113161,4.1939970929143336e-11,1.8624371202781702
0.99,9.048148699322478,6.067788779566972e-10,1.6519583820933168
