correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,4.43047698935653,0.00012302309270703732,0.8088907291927157
0.3,3.21859038211693,0.0031643886257136534,0.5876315185515383
0.5,3.2338172438050323,0.0030433370361888463,0.5904115504270665
0.9,3.2803717549233498,0.0027001740217247523,0.5989112023914424
0.95,3.8698040182068585,0.0005690619946981059,0.7065263179653429
0.99,4.0515433381661925,0.0003477507169302396,0.7397072263411351
