correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,8.158194473133534,5.378214489942935e-09,1.4894757138164034
0.3,9.282602242920657,3.4747247871253254e-10,1.6947635469318978
0.5,6.147614401021558,1.0632205697719274e-06,1.1223956940943725
0.9,4.787167442803869,4.582146781086567e-05,0.8740131983260004
0.95,6.62191981894521,2.9372542281421644e-07,1.208991619608939
0.99,5.692121697946166,3.718117961567787e-06,1.0392344846765742
