correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,5.583525689992584,5.020337444190346e-06,1.0194076569395119
0.3,6.556091259352835,3.5070829326633167e-07,1.1969730239366667
0.5,5.635074432704275,4.353102871248201e-06,1.0288191266709197
0.9,7.6758410549402285,1.8317195200827128e-08,1.4014104312050046
0.95,11.456551314559581,2.7694864517663886e-12,2.091670528733249
0.99,7.1394149296267235,7.402465244493455e-08,1.303472868115238
