run_id,mu,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
15,"(10, 10, 10, 20, 20, 30, 30, 30, 40, 40)",Metro,0.035647638899470355,0.019818190985374184,4.982213294709776,1.006558226409898,1123.8226123005713,2.9238510131835938
