dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,0.882376191163617,0.38482922944740316,0.16109911470193455
5,-3.776988860107474,0.0007304189606548315,-0.6895806660421959
10,-13.425896886266422,5.651254564894681e-14,-2.451222193115497
15,-13.070311006630478,1.1060949446685771e-13,-2.3863013906465222
30,-15.655875736144967,1.1080998869040734e-15,-2.8583587660614653
