mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
"(-10, 20, -30)",Metro,0.0804652517575162,0.02687558450678264,0.053589667250733566,5.705151239556097,1.0343257986535175,66.32035378712204,1.6895537376403809
"(-5, 0, 5)",Metro,0.08679528077124866,0.02728885820174124,0.059506422569507424,6.9588655782553355,1.0343257986535175,66.32035378712204,2.7756588459014893
"(0, 0, 0)",Metro,0.0853344867673248,0.026251265575119476,0.059083221192205326,8.357182363328594,1.0343257986535175,66.32035378712204,1.750680685043335
"(50, -50, 100)",Metro,0.08371008234615997,0.025134000918558875,0.058576081427601095,14.315807528171275,1.0343257986535175,66.32035378712204,1.7997257709503174
