mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
"(-10, 20, -30)",DEMetro,0.2101764102623203,0.02687558450678264,0.18330082575553766,19.514189710826145,1.017368256425637,146.57544585841694,2.4038805961608887
"(-5, 0, 5)",DEMetro,0.1861664806753677,0.02728885820174124,0.15887762247362647,18.57964183438086,1.021193151615262,172.7737560685836,2.4985156059265137
"(0, 0, 0)",DEMetro,0.28331070377307094,0.026251265575119476,0.25705943819795146,36.360451578061465,1.159596681265169,18.658946040183842,2.39215087890625
"(50, -50, 100)",DEMetro,0.4658893656094186,0.025134000918558875,0.44075536469085974,107.7192057601538,1.0494655238531325,53.7578692356589,2.5458106994628906
