correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-2.8730163470465593,0.007529545076480743,-0.5245386204528304
0.3,-1.3034394645001648,0.2026783904557934,-0.23797439901639814
0.5,-1.5924180407330841,0.1221338119459915,-0.2907344272958969
0.9,-5.098393471904937,1.9296115903590114e-05,-0.9308350371998051
0.99,-5.409518611556756,8.131058924525382e-06,-0.9876384562645538
