mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-282.3299176415241,9.44250715680913e-10,-126.26177758567299
8,-215.90783864709317,2.7606764089938617e-09,-96.55692081799131
10,-314.38869607601436,6.141214523721807e-10,-140.59889915669788
12,-242.44812578635444,1.7363076215168033e-09,-108.42609805514164
15,-246.40654669511284,1.62740106941676e-09,-110.19635770224968
18,-161.0450957758998,8.917633265955138e-09,-72.02155631957524
