correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-1.2732935871394846,0.21827246319354218,-0.28471710161584396
0.3,0.31569199589821856,0.755677723001652,0.07059087627810015
0.5,-1.2014363084885031,0.24434462721098593,-0.26864932564167004
0.9,-0.06930993156042523,0.9454671877502647,-0.015498171848496887
0.99,-0.6645154802007407,0.5143453054004193,-0.14859017858297718
