correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-1.135534500473162,0.27027314840223327,-0.25391323338542576
0.3,0.29508210358965653,0.7711313948492549,0.06598236425701066
0.5,-1.2794222194339537,0.21615250278377796,-0.28608750545779726
0.9,-0.1363919785484415,0.8929462214950079,-0.03049817356200083
0.99,-0.9322539941641729,0.36290131067425857,-0.20845833032467828
