nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-2.2265685628698413,0.08995311481189919,-0.9957517326281958
3.0,-4.904163696426726,0.00801996944672698,-2.19320867959936
4.0,-3.918292840193092,0.017272531015026123,-1.7523138292844946
10.0,-9.402846429570339,0.0007129453553936613,-4.205080759702093
50.0,-12.622458899885267,0.00022678711259571847,-5.644935228668134
