nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-25.63624238654484,1.3751218444343693e-05,-11.46487613279514
3.0,-24.328970301252742,1.6934819321105197e-05,-10.880246283234934
4.0,-21.68783111194054,2.6739682101173154e-05,-9.69909293016678
10.0,-28.523012190929883,8.991233330703884e-06,-12.755878836394885
50.0,-48.3780824922451,1.0922463076210122e-06,-21.635336214750495
