dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-2.3741420450907995,0.03243423035192277,-0.613000840144499
5,-12.378235639634013,6.273778853553352e-09,-3.196046699182243
10,-32.902823454208466,1.1644940778462264e-14,-8.495472485423479
15,-33.42713620237196,9.35720303724391e-15,-8.630849454879575
30,-57.266259306012834,5.263793893526366e-18,-14.786084572785548
