a,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,0.09167925643173255,1.0013899192282347,11857.641127675886,12.41976022720337
2,HMC,0.05326682506030426,1.0033314318640827,7085.671119449206,13.57571816444397
3,HMC,0.0995616707720314,1.003359617766908,6391.12181033475,12.868472337722778
5,HMC,0.18763708228154846,1.0016913143575352,6608.84177561793,12.70907998085022
