dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,14.858726491037595,0.00449881764041015,8.57868973941558
4,57.14685226067898,0.00030606660930271697,32.99375053604279
8,2.596028150965782,0.12184833499032008,1.4988175517839408
30,1.111382258057017,0.3821047295491624,0.641656845861793
