nu,global_avg_wasserstein_distance,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,4.760290296626305,-0.07674922576912345,1.0470511696397977,257.9747488492916,11.981309493382772,2.838213274302976,0.37847414647033734,0.03297106868957191,142.56412310366744,4.281307482348156
2,0.20792817368247754,-0.10611875759127083,1.0409959885483258,253.4711698740499,8.449646790822348,0.012330649367431829,0.040971289544498385,0.01099656866818478,16.94100740792398,2.3242800379603916
5,0.8631259617011051,11.344943000405195,1.072149389416318,109.9491801127662,7.467639843622844,0.7039924876187335,10.449742619940697,0.00705576635888053,4.387626410225115,0.25671761522746717
10,0.6155126685957777,21.5814911564128,1.1605954921712025,54.11588925854351,9.070359706878662,0.3449732352720282,13.628450641222715,0.06084963980787398,20.230139444263237,2.3789987905342107
