correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-2.8168398538620885,0.013717858228264688,-0.7273049228627468
0.3,0.5795438182293855,0.5714310924576964,0.1496375704266579
0.5,-3.235092212363059,0.005987671223025915,-0.8352972174618291
0.9,0.26014538863803977,0.7985385888277398,0.06716925051918561
0.95,-2.7369244721778685,0.016051715192471786,-0.7066708600381606
0.99,-0.3156536261980254,0.7569218432814966,-0.08150141582899556
