correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-2.9528791526921228,0.010485961309592699,-0.7624301187826439
0.3,0.45209771592657366,0.6581241419852437,0.11673112830946876
0.5,-0.2618364280462135,0.797260574598282,-0.06760587501689476
0.9,-1.0385355608934326,0.3166257949721338,-0.2681487287856295
0.95,-0.6398316571438232,0.5326136007568965,-0.1652038234996214
0.99,1.3075123190250328,0.21210457870598823,0.3375982291029994
