mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,DEMetro,0.02142143208729194,1.0083007077401243,2433.669863329355,7.267977714538574
6,DEMetro,0.05881181311598956,1.0156382481292143,1802.6587008447073,7.2803356647491455
7,DEMetro,0.036512331105116966,1.0156754626075524,1330.3686621722757,7.23930549621582
8,DEMetro,0.20520678497254127,1.035810644695809,764.7423261879443,7.377403259277344
9,DEMetro,0.20770652662853312,1.0772553226515964,207.8727694418314,7.074458837509155
10,DEMetro,0.08900559679365458,1.064024314380607,278.2966249760565,6.9467761516571045
11,DEMetro,0.47330365724863377,1.1838744795834648,75.00834371748151,6.927564382553101
12,DEMetro,0.10096761340432625,1.1555691201082223,90.28421008160112,7.262083053588867
13,DEMetro,0.45576559128409766,1.161462347294967,81.40038789781093,7.76057767868042
14,DEMetro,0.503979937193864,1.2690117452215508,56.17769232832265,7.22358775138855
15,DEMetro,0.6536696465237659,1.2838623745093327,53.30467751094608,6.885033845901489
16,DEMetro,4.884046324818462,1.5246286532945192,36.07067976586509,6.921716213226318
17,DEMetro,5.942605978455741,1.6732887987897436,31.953384506766927,6.7943665981292725
18,DEMetro,4.987131716411092,1.6170638296998838,33.292544342973244,7.805902004241943
19,DEMetro,5.734985949960688,1.6517539030633313,32.33613091500019,7.263168096542358
20,DEMetro,6.023576661199632,1.6512015931499933,32.28412962722858,7.247969150543213
