mode_means,global_avg_ws,global_avg_ws_std,global_avg_rhat,global_avg_rhat_std,global_avg_ess,global_avg_ess_std
8,0.481612892335176,0.39466183149549033,1.0643562303010161,0.05977292185801946,259.60193541301953,419.2827100638265
10,3.2742012254750046,0.8900568014305463,1.660817447275829,0.09489588819383851,6.386108379747516,0.4706507056025088
15,5.832342227918351,0.0026652636771417747,1.7328440067961886,0.00010107901592076282,6.03502743002352,0.0029424303286925742
20,7.747288244840888,0.004284401699876257,1.7327960696591593,8.033921263836813e-05,6.036355032857293,0.002470489742106192
