nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,5.406665508785421,1.0115643434306605,2120.181046035846,3.8202433586120605
2,Metro,0.096196347822978,1.005054459045096,3517.363542727927,4.091344833374023
3,Metro,0.036794547713212326,1.0032061092589843,5137.241256392629,4.020556449890137
5,Metro,0.02089868050958015,1.0018208959995336,7179.889855303547,3.8140060901641846
30,Metro,0.0178549414497536,1.0015367044691168,8767.045385057216,4.045525789260864
