weights,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(1, 1)",DEMetro,0.36543830433185603,1.0529433703218798,82.67993056927263,"[895282, 442389, 516468, 753500]"
"(3, 1)",DEMetro,0.13701355119864947,1.073077775805738,67.88421781484371,"[895282, 442389, 516468, 753500]"
