weights,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(1, 1)",HMC,0.31317090623471483,1.4996797721964559,7.521561799779675,"[895282, 442389, 516468, 753500]"
"(3, 1)",HMC,1.2903510110595626,1.2741358029354988,11.290189896700385,"[895282, 442389, 516468, 753500]"
