weights,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(1, 1)",Metro,0.29770325987172913,1.1089466980097864,27.471709613437817,"[895282, 442389, 516468, 753500]"
"(3, 1)",Metro,0.5014479213105117,1.132593769272711,24.359036979559363,"[895282, 442389, 516468, 753500]"
