mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,3.1378075738465125,0.0038877152342235034,0.5728826631020975
8,0.5351661626848314,0.5966152671786386,0.09770752643865388
10,-0.41926794981633864,0.6781098370637554,-0.07654750458445088
12,1.5701562794873896,0.12722693549309022,0.2866700043612098
15,2.99130693231246,0.005619712976366294,0.5461354277497045
18,3.6527325185227606,0.0010179089355732737,0.6668946656425243
