mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,4.059795914857171,0.00034002430236573214,0.7412139338115317
8,6.457226338255235,4.5807252474474104e-07,1.1789228414596253
10,5.867015924627211,2.2954605210316152e-06,1.0711656557201175
12,6.734168242135322,2.1730352767453016e-07,1.2294852840841424
15,5.961786516070774,1.7689357238382897e-06,1.0884683192940328
18,6.501802998741214,4.0605740274352586e-07,1.1870613889550987
