mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,0.09387011702986672,0.9258578959473187,0.017138260190969284
8,3.5112612111027683,0.0014799647210127444,0.6410656568712985
10,2.426284553063371,0.021702994341120607,0.4429769268797162
12,0.9586809992910316,0.345644452411502,0.1750304029210974
15,1.2255854871104004,0.23021516958402727,0.22376027248044109
18,0.7888629551571146,0.43659411313056407,0.14402601177324598
