nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,4.3844387118805255,1.0158946650890734,439.2404869828731,1.718524694442749
2,Metro,0.16773357692441468,1.0139969128632318,667.1152341085942,1.7969694137573242
3,Metro,0.05820706158788759,1.0063295587120022,1449.648020341102,1.9660394191741943
5,Metro,0.057859388598015996,1.002903133204775,1676.0841452729528,1.9755849838256836
30,Metro,0.02252805165923143,1.0027516117591662,2106.865161383761,1.770564317703247
