mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",Metro,0.07539295397727427,1.0258240837676997,198.56945776124894,"[719911, 654032, 390965, 664610]",8
"(0, 10)",Metro,1.1552065341944209,1.087680561576176,33.69972177022616,"[719911, 654032, 390965, 664610]",10
"(0, 15)",Metro,3.6947426801385896,1.528784696428087,7.110178852250543,"[719911, 654032, 390965, 664610]",15
"(0, 20)",Metro,4.9787571509447215,1.528419962103353,7.106606958303961,"[719911, 654032, 390965, 664610]",20
