means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,1.2635119055852457,1.5330024603158687,7.480303177095749,12
"(5, -5)",Metro,2.649724132368799,1.607897879706336,6.869201908949038,10
