mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,HMC,0.3165825169527263,1.053575369518602,305.80262544076413,5.860386371612549
6,HMC,0.4687330335699613,1.125642161642622,111.70005812002825,6.072337627410889
7,HMC,0.03352435001476065,1.3859976114823536,42.667167713892454,6.077977418899536
8,HMC,0.7129573308589345,1.3374681445225862,48.80432737237797,5.765957832336426
9,HMC,1.8062463905048098,1.528296281251553,35.77331514055668,5.82629919052124
10,HMC,1.8962409714834236,1.5450219381102468,35.02244685411089,5.82695460319519
11,HMC,0.9635795027315581,1.6135418692889467,33.03932893208668,5.807974815368652
12,HMC,0.5501882001542562,1.6653278431240062,31.829997571048203,5.995734214782715
13,HMC,0.6685477871056726,1.6653673097121784,31.90118524999953,5.8203651905059814
14,HMC,0.6914647264518968,1.6670577159112863,31.832566484916608,5.7887914180755615
15,HMC,0.7448396536062928,1.6661360479769738,31.817734159878572,5.82918381690979
16,HMC,0.6866531917949292,1.6661447036749846,31.76240848313365,5.849494695663452
17,HMC,0.8632192469209594,1.6665603212122924,31.84710158574653,6.090433359146118
18,HMC,0.8860299378696286,1.6662570059774748,31.852193444425303,5.887548208236694
19,HMC,0.045277600600446395,1.6757053072080892,31.57755239374514,5.7400853633880615
20,HMC,0.023307078198079357,1.6738518259630097,31.660916628482934,5.806382656097412
