nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,1.2291846681075904,0.2340086718164221,0.27485404747890896
3.0,3.3067059237788494,0.003708889459686725,0.7394019227170745
4.0,4.923496391238795,9.433343054374029e-05,1.1009272617784847
10.0,5.998248552674885,9.012683042198354e-06,1.341249150972077
50.0,7.65017297046622,3.2349017546992175e-07,1.7106306801593958
