dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-5.773418386096039,2.9707601719619254e-06,-1.0540771613266238
5,-7.877705460219038,1.0928682057080041e-08,-1.438265660647861
10,-7.106960589286896,8.063845196478832e-08,-1.2975475433508803
15,-5.946005899157769,1.8472958323762362e-06,-1.085587186009166
30,-7.570225488072969,2.4048329398342423e-08,-1.3821277550727071
