correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,1.5747129487518159,0.19044099426812774,0.7042330396916405
0.3,1.8076589137077788,0.14494130366228783,0.8084096422368039
0.5,1.3520355169610665,0.2477544964466057,0.6046486647838029
0.9,1.7575463826246907,0.1536562550351241,0.7859986370315327
0.99,0.83337200982199,0.4515053668204647,0.37269529290151837
