means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,4.305796906837111,1.7593344021679849,6.247385358895235,12
"(5, -5)",Metro,1.1218400675540303,1.5363540307384242,7.60100152812623,10
