means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.346441818781536,1.7386745300142965,6.294502790905138,12
"(5, -5)",HMC,3.7070778757531415,1.7364536629468814,6.2369898771861845,10
