means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,1.713522654233842,1.0264642877883134,117.09696824128969,12
"(5, -5)",DEMetro,1.2355970431803298,1.0374500246961667,134.19217061068719,10
