means,sampler,wasserstein_distance,mode_distance
"(8, -8)",DEMetro,2.245551575456123,16
"(7, -7)",DEMetro,1.9196254751778072,14
"(6, -6)",DEMetro,1.4874360407411478,12
"(5, -5)",DEMetro,1.0178683995343871,10
"(4, -4)",DEMetro,0.3647693308804296,8
"(3, -3)",DEMetro,0.15663132721843495,6
