means,sampler,wasserstein_distance,mode_distance
"(8, -8)",Metro,5.732930165370456,16
"(7, -7)",Metro,5.029758214923148,14
"(6, -6)",Metro,4.179190647971101,12
"(5, -5)",Metro,2.040393864358864,10
"(4, -4)",Metro,0.2840829282736496,8
"(3, -3)",Metro,0.147494113526706,6
