mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(0, 4)",DEMetro,0.12769976882587053,1.0531337952597257,81.62625880017674,"[172395, 947271, 488342, 860625]"
"(0, 5)",DEMetro,1.518112392800906,1.1552073594101726,35.392054256970674,"[172395, 947271, 488342, 860625]"
"(0, 6)",DEMetro,1.3999732706915953,1.069830910964951,98.64796170836364,"[172395, 947271, 488342, 860625]"
"(0, 7)",DEMetro,1.0361337131136836,1.1310469159491068,29.332012812441555,"[172395, 947271, 488342, 860625]"
"(0, 8)",DEMetro,1.7063288790563027,1.0428446515146508,61.99780560509151,"[172395, 947271, 488342, 860625]"
