run_id,mu,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
12,"(10, 10, 10, 20, 20, 30, 30, 30, 40, 40)",Metro,0.031783404388349375,0.020437242735194844,3.3977727537932587,1.0077520650634724,1044.2948990293814,2.9175944328308105
