nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-18.117081176204607,4.090044388206797e-11,-4.6778102451552215
3.0,-32.36072032614361,1.4652710693296298e-14,-8.35550205962867
4.0,-18.376539161600725,3.377092662534098e-11,-4.7448020089205345
10.0,-29.496898880941707,5.2681437139019426e-14,-7.616066542043428
50.0,-12.439439655569563,5.886875498501181e-09,-3.2118495081448697
