nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-34.044885410805286,7.26234407102546e-15,-8.790351614639247
3.0,-128.08165512601042,6.867131071560611e-23,-33.07054115051468
4.0,-210.73613796624662,6.468134256918469e-26,-54.411836852489444
10.0,-88.6561061525983,1.1776885018926998e-20,-22.890908177907342
50.0,-33.000887058771596,1.1175294669577706e-14,-8.520792399246284
