mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(0, 4)",HMC,0.17633755166632054,1.0806413965653525,56.677871847510055,"[763122, 771032, 421930, 936576]"
"(0, 5)",HMC,0.5679329967760398,1.2168380344144358,13.821708628769636,"[763122, 771032, 421930, 936576]"
"(0, 6)",HMC,2.1998353640594543,1.0629879976970167,47.57652036422811,"[763122, 771032, 421930, 936576]"
"(0, 7)",HMC,1.7283547521703078,1.5265026161729993,7.36957228794479,"[763122, 771032, 421930, 936576]"
"(0, 8)",HMC,2.071113833589033,1.5281885297092543,7.364702659562043,"[763122, 771032, 421930, 936576]"
